State,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Latitude,Longitude
North Carolina,Raleigh,14/06/2015,1.526087,5.7,23,5,0.027833,0.036,9,33,0.421739,1.4,19,1.0,0.175,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,15/06/2015,6.013636,19.8,23,18,0.027167,0.039,12,36,0.326087,0.7,0,0.0,0.241667,0.3,3.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,16/06/2015,3.621739,12.4,0,11,0.034542,0.049,12,45,0.156522,0.3,3,0.0,0.229167,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,17/06/2015,2.69,4.9,20,4,0.037167,0.049,9,45,0.556522,3.0,2,4.0,0.220833,0.3,13.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,18/06/2015,3.221739,10.3,7,9,0.041542,0.061,10,71,0.010526,0.1,11,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,19/06/2015,3.395652,8.1,5,8,0.036583,0.053,9,49,0.013636,0.1,11,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,20/06/2015,3.278261,6.5,23,6,0.033286,0.039,8,36,0.016667,0.1,8,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,23/06/2015,5.1375,8.6,5,8,0.047533,0.061,9,71,0.121739,0.3,9,0.0,0.233333,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,24/06/2015,3.475,5.6,20,5,0.041917,0.058,12,61,0.452174,1.7,16,1.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,25/06/2015,4.682609,13.3,8,12,0.03975,0.056,11,54,0.030435,0.3,8,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,26/06/2015,4.030435,11.3,18,10,0.036042,0.053,8,49,0.195652,1.7,9,1.0,0.266667,0.3,18.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,27/06/2015,2.843478,5.4,18,5,0.029958,0.036,9,33,0.0,0.0,0,0.0,0.191667,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,28/06/2015,3.473913,16.0,22,15,0.033417,0.051,10,47,0.043478,0.2,14,0.0,0.170833,0.3,22.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,29/06/2015,6.295652,14.0,20,13,0.034417,0.057,10,58,0.147826,0.6,6,0.0,0.283333,0.4,2.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,30/06/2015,4.404348,10.2,6,9,0.042375,0.059,9,64,0.1,0.2,6,0.0,0.288889,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,01/07/2015,3.895652,7.0,6,7,0.038917,0.055,11,51,0.009524,0.1,8,0.0,0.254167,0.3,11.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,02/07/2015,4.686957,9.7,7,8,0.031708,0.05,10,46,0.056522,0.3,8,0.0,0.3,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,03/07/2015,4.095652,8.3,20,8,0.020958,0.03,9,28,0.0,0.0,0,0.0,0.258333,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,04/07/2015,2.282609,5.7,21,5,0.025,0.032,11,30,0.065217,0.8,21,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,05/07/2015,2.234783,4.6,2,4,0.023667,0.034,8,31,0.008696,0.1,7,0.0,0.195833,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,06/07/2015,3.543478,6.6,19,6,0.030917,0.045,11,42,0.004348,0.1,10,0.0,0.179167,0.2,5.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,07/07/2015,3.765217,8.1,6,8,0.03475,0.05,9,46,0.043478,0.2,6,0.0,0.25,0.3,12.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,08/07/2015,4.778947,8.7,19,8,0.02925,0.037,9,34,0.052174,0.2,7,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,09/07/2015,5.091304,12.1,20,11,0.0325,0.046,11,43,0.13913,0.3,7,0.0,0.2125,0.3,21.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,10/07/2015,3.573913,9.6,21,8,0.0325,0.049,11,45,0.073913,0.4,7,0.0,0.2125,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,11/07/2015,2.017391,5.8,6,5,0.031292,0.042,8,39,0.230435,1.1,10,1.0,0.220833,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,12/07/2015,1.586957,4.6,21,4,0.038833,0.05,11,46,0.047826,0.3,3,0.0,0.208333,0.3,22.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,13/07/2015,3.521739,8.3,8,8,0.033667,0.044,10,41,0.004348,0.1,8,0.0,0.261111,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,14/07/2015,4.143478,8.7,6,8,0.03775,0.052,13,48,0.044444,0.3,10,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,15/07/2015,2.347826,6.3,6,6,0.037875,0.048,8,44,0.1,0.5,20,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,16/07/2015,1.517391,3.8,3,3,0.036083,0.046,9,43,0.234783,0.7,12,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,17/07/2015,5.143478,17.3,21,16,0.033208,0.049,10,45,0.021739,0.1,19,0.0,0.229167,0.4,22.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,18/07/2015,3.63913,7.1,0,7,0.033333,0.045,8,42,0.030435,0.2,7,0.0,0.245833,0.4,0.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,19/07/2015,3.182609,6.7,22,6,0.029792,0.045,9,42,0.034783,0.2,8,0.0,0.208333,0.3,22.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,20/07/2015,3.956522,9.9,21,8,0.0405,0.057,11,58,0.047826,0.2,7,0.0,0.2125,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,21/07/2015,4.156522,10.5,21,9,0.032875,0.05,10,46,0.043478,0.3,8,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,22/07/2015,3.521053,10.4,0,9,0.035292,0.052,11,48,0.152174,0.5,17,0.0,0.45,0.9,16.0,10.0,35.2145629,-79.8912675
North Carolina,Raleigh,23/07/2015,3.026087,6.4,7,6,0.029,0.038,8,35,0.008696,0.1,0,0.0,0.229167,0.3,2.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,24/07/2015,1.982609,5.0,23,5,0.036708,0.055,10,51,0.295652,0.9,11,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,25/07/2015,4.634783,12.3,2,11,0.038,0.058,10,61,0.26087,0.9,7,0.0,0.266667,0.3,1.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,26/07/2015,3.243478,7.7,20,7,0.037667,0.058,9,61,0.069565,0.1,0,0.0,0.258333,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,27/07/2015,3.486957,9.4,7,8,0.028792,0.044,10,41,0.013043,0.1,6,0.0,0.233333,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,28/07/2015,3.221739,6.5,19,6,0.026875,0.045,9,42,0.047619,0.3,6,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,29/07/2015,4.156522,8.8,20,8,0.027,0.045,11,42,0.026087,0.1,5,0.0,0.216667,0.3,20.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,30/07/2015,4.878261,10.7,23,9,0.034875,0.056,10,54,0.06087,0.3,7,0.0,0.245833,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,31/07/2015,2.934783,9.8,23,8,0.043083,0.059,11,64,0.791304,2.5,20,3.0,0.220833,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,01/08/2015,6.86087,24.4,23,23,0.037333,0.06,10,67,0.426087,1.2,7,1.0,0.258333,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,02/08/2015,2.117391,11.8,0,10,0.0395,0.054,10,50,0.3,0.6,6,0.0,0.241667,0.4,0.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,03/08/2015,3.478261,7.8,6,7,0.034833,0.057,10,58,0.034783,0.1,0,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,04/08/2015,3.226087,7.5,6,7,0.030292,0.044,11,41,0.004348,0.1,6,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,05/08/2015,5.583333,14.6,20,13,0.0475,0.065,10,84,0.069565,0.2,8,0.0,0.222222,0.3,20.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,06/08/2015,5.386957,17.6,8,16,0.038,0.057,9,58,0.065217,0.6,8,0.0,0.270833,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,07/08/2015,2.465217,5.0,6,5,0.0255,0.029,19,27,0.004348,0.1,23,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,08/08/2015,1.308696,2.8,20,2,0.032708,0.046,12,43,0.004348,0.1,18,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,09/08/2015,2.230435,5.1,0,5,0.036917,0.056,11,54,0.021739,0.2,7,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,10/08/2015,3.93913,9.7,6,8,0.030583,0.039,11,36,0.07619,0.3,6,0.0,0.220833,0.3,18.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,11/08/2015,5.286957,11.1,21,10,0.027458,0.036,12,33,0.043478,0.2,6,0.0,0.229167,0.3,14.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,12/08/2015,4.734783,15.8,23,14,0.026667,0.047,11,44,0.191304,0.5,9,0.0,0.204167,0.3,23.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,13/08/2015,6.713043,17.7,0,16,0.031708,0.056,9,54,0.243478,0.7,6,0.0,0.304167,0.4,3.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,14/08/2015,3.543478,8.8,6,8,0.034208,0.052,9,48,0.073913,0.2,7,0.0,0.2125,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,15/08/2015,3.821739,8.3,5,8,0.036417,0.055,9,51,0.095652,0.3,8,0.0,0.245833,0.3,2.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,16/08/2015,2.826087,7.0,19,7,0.037583,0.056,10,54,0.104348,0.4,11,0.0,0.233333,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,17/08/2015,4.943478,14.3,6,13,0.045583,0.071,10,101,0.173913,0.5,12,0.0,0.3,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,18/08/2015,4.38,7.9,9,7,0.026208,0.037,8,34,0.069565,0.2,7,0.0,0.2625,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,19/08/2015,3.791304,7.8,6,7,0.023,0.034,13,31,0.0,0.0,0,0.0,0.191667,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,20/08/2015,5.917391,20.1,21,19,0.019625,0.037,11,34,0.008696,0.1,19,0.0,0.204167,0.3,21.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,21/08/2015,2.391304,6.2,0,6,0.036375,0.048,11,44,0.186364,0.3,4,0.0,0.220833,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,22/08/2015,1.934783,7.0,22,7,0.043375,0.056,9,54,0.404348,1.0,22,1.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,23/08/2015,3.804348,10.3,5,9,0.041875,0.062,11,74,0.182609,0.5,0,0.0,0.2125,0.3,21.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,24/08/2015,6.517391,14.0,20,13,0.026,0.046,8,43,0.069565,0.4,7,0.0,0.320833,0.4,10.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,25/08/2015,3.608696,6.2,23,6,0.036167,0.053,10,49,0.186957,1.3,23,1.0,0.244444,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,26/08/2015,2.330435,5.2,0,5,0.040458,0.054,12,50,0.473913,1.9,0,1.0,0.211765,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,27/08/2015,2.826087,7.9,19,7,0.041625,0.054,10,50,0.278261,0.7,0,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,28/08/2015,4.243478,10.6,6,9,0.037542,0.054,9,50,0.191304,0.5,7,0.0,0.220833,0.3,7.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,29/08/2015,5.604348,17.3,22,16,0.032583,0.053,10,49,0.086957,0.3,4,0.0,0.270833,0.4,23.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,30/08/2015,4.065217,10.6,19,9,0.040625,0.059,9,64,0.073913,0.2,12,0.0,0.333333,0.4,0.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,31/08/2015,3.056522,5.3,7,5,0.020458,0.028,0,26,0.043478,0.5,16,0.0,0.254167,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,01/09/2015,6.215789,20.7,19,19,0.02725,0.051,10,47,0.130435,0.6,9,0.0,0.253333,0.4,23.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,02/09/2015,6.691304,21.3,19,20,0.040542,0.068,9,93,0.478261,1.6,10,1.0,0.391667,0.5,6.0,6.0,35.2145629,-79.8912675
North Carolina,Raleigh,03/09/2015,6.186957,19.3,21,18,0.032,0.06,10,67,0.413043,2.2,10,3.0,0.2625,0.4,22.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,04/09/2015,5.76087,17.6,0,16,0.035417,0.057,9,58,0.421739,1.6,12,1.0,0.420833,0.6,5.0,7.0,35.2145629,-79.8912675
North Carolina,Raleigh,05/09/2015,1.508696,3.1,16,3,0.02825,0.038,7,35,0.008696,0.1,4,0.0,0.2375,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,06/09/2015,0.834783,1.6,8,1,0.021,0.026,10,24,0.021739,0.2,8,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,07/09/2015,1.508696,4.5,22,4,0.020958,0.032,9,30,0.0,0.0,0,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,08/09/2015,3.756522,10.7,20,9,0.016208,0.028,9,26,0.008696,0.1,2,0.0,0.216667,0.3,20.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,09/09/2015,4.365217,9.5,6,8,0.021417,0.034,10,31,0.073913,0.4,6,0.0,0.241667,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,10/09/2015,4.195652,12.6,19,11,0.026417,0.039,10,36,0.008696,0.2,19,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,11/09/2015,4.821739,12.6,21,11,0.023,0.039,9,36,0.091304,0.4,6,0.0,0.229167,0.4,23.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,12/09/2015,4.447826,7.0,6,7,0.022458,0.029,13,27,0.008696,0.1,9,0.0,0.3,0.4,0.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,13/09/2015,1.043478,2.6,19,2,0.028792,0.038,10,35,0.065217,0.3,11,0.0,0.133333,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,14/09/2015,7.808696,31.6,19,29,0.023625,0.049,10,45,0.265217,0.6,19,0.0,0.208333,0.4,22.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,15/09/2015,9.236842,18.2,0,17,0.029083,0.057,10,58,0.465217,1.5,7,1.0,0.3875,0.5,1.0,6.0,35.2145629,-79.8912675
North Carolina,Raleigh,16/09/2015,7.904348,19.5,23,18,0.027875,0.055,9,51,0.313043,1.3,7,1.0,0.341667,0.4,1.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,17/09/2015,9.770588,17.4,19,16,0.027083,0.05,9,46,0.426087,1.7,9,1.0,0.275,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,18/09/2015,6.169565,12.1,7,11,0.026333,0.046,10,43,0.165217,1.0,20,1.0,0.254167,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,19/09/2015,4.1,13.5,22,12,0.0205,0.036,10,33,0.134783,0.7,0,0.0,0.220833,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,20/09/2015,2.96087,11.5,2,10,0.030333,0.042,8,39,0.278261,1.3,8,1.0,0.308333,0.5,5.0,6.0,35.2145629,-79.8912675
North Carolina,Raleigh,21/09/2015,2.613043,5.8,19,5,0.02575,0.038,8,35,0.052174,0.2,21,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,22/09/2015,1.465217,4.3,6,4,0.029917,0.035,12,32,0.034783,0.3,22,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,23/09/2015,1.704348,4.3,19,4,0.03175,0.037,10,34,0.104348,0.4,3,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,24/09/2015,1.373913,2.8,7,2,0.033583,0.04,11,37,0.030435,0.1,5,0.0,0.195833,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,25/09/2015,1.308696,2.5,8,2,0.030208,0.033,14,31,0.0,0.0,0,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,26/09/2015,0.556522,0.9,11,0,0.031708,0.034,5,31,0.0,0.0,0,0.0,0.1125,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,27/09/2015,0.5,1.0,14,1,0.026292,0.028,9,26,0.0,0.0,0,0.0,0.1,0.1,0.0,1.0,35.2145629,-79.8912675
North Carolina,Raleigh,28/09/2015,1.173913,2.4,7,2,0.022792,0.026,7,24,0.0,0.0,0,0.0,0.170833,0.2,7.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,29/09/2015,3.733333,8.8,18,8,0.011375,0.019,0,18,0.0,0.0,0,0.0,0.161111,0.2,7.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,30/09/2015,3.386957,7.4,6,7,0.018333,0.028,11,26,0.034783,0.3,7,0.0,0.2375,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,01/10/2015,2.926087,5.2,17,5,0.012542,0.019,0,18,0.0,0.0,0,0.0,0.170833,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,02/10/2015,2.295652,3.1,19,3,0.01375,0.016,2,15,0.0,0.0,0,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,03/10/2015,1.9,3.2,18,3,0.0145,0.02,22,19,0.0,0.0,0,0.0,0.175,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,04/10/2015,0.373913,0.5,16,0,0.018875,0.022,22,20,0.0,0.0,0,0.0,0.104167,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,05/10/2015,1.969565,4.9,17,4,0.021208,0.025,19,23,0.013043,0.1,17,0.0,0.141667,0.2,14.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,06/10/2015,4.491304,13.1,21,12,0.02325,0.039,10,36,0.065217,0.2,2,0.0,0.208333,0.3,22.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,07/10/2015,9.282609,28.3,19,26,0.015833,0.041,10,38,0.456522,1.3,7,1.0,0.370833,0.8,23.0,9.0,35.2145629,-79.8912675
North Carolina,Raleigh,08/10/2015,9.221739,25.8,19,24,0.019625,0.044,9,41,0.4,1.3,6,1.0,0.520833,0.9,0.0,10.0,35.2145629,-79.8912675
North Carolina,Raleigh,09/10/2015,7.673913,17.5,7,16,0.025583,0.042,9,39,0.178261,0.6,6,0.0,0.341667,0.6,0.0,7.0,35.2145629,-79.8912675
North Carolina,Raleigh,10/10/2015,2.095652,3.5,0,3,0.0195,0.024,3,22,0.03913,0.3,4,0.0,0.2125,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,11/10/2015,2.969565,11.7,22,10,0.020417,0.034,9,31,0.113043,0.3,3,0.0,0.170833,0.3,23.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,12/10/2015,9.834783,22.4,18,21,0.019542,0.041,10,38,0.230435,0.7,6,0.0,0.3125,0.4,21.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,13/10/2015,8.32,18.1,18,17,0.022917,0.037,10,34,0.095652,0.2,12,0.0,0.316667,0.4,0.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,14/10/2015,10.447826,28.4,19,26,0.021708,0.041,10,38,0.165217,0.4,6,0.0,0.3,0.4,0.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,15/10/2015,6.764706,15.9,7,14,0.019875,0.041,9,38,0.5,2.7,8,3.0,0.316667,0.5,22.0,6.0,35.2145629,-79.8912675
North Carolina,Raleigh,16/10/2015,11.393333,16.8,19,15,0.009875,0.02,9,19,0.882609,2.7,15,3.0,0.420833,0.6,22.0,7.0,35.2145629,-79.8912675
North Carolina,Raleigh,17/10/2015,3.752174,11.4,7,10,0.028125,0.043,10,40,0.291304,0.9,11,0.0,0.283333,0.7,0.0,8.0,35.2145629,-79.8912675
North Carolina,Raleigh,18/10/2015,4.16087,16.4,21,15,0.022792,0.037,9,34,0.230435,1.0,15,1.0,0.170833,0.3,23.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,19/10/2015,9.652174,25.0,19,24,0.016167,0.037,9,34,0.469565,1.0,23,1.0,0.254167,0.5,23.0,6.0,35.2145629,-79.8912675
North Carolina,Raleigh,20/10/2015,14.847826,37.4,19,35,0.015375,0.042,9,39,0.956522,2.8,7,3.0,0.5375,0.7,6.0,8.0,35.2145629,-79.8912675
North Carolina,Raleigh,21/10/2015,17.108696,40.3,18,38,0.013917,0.04,9,37,1.204348,3.2,7,4.0,0.645833,0.8,0.0,9.0,35.2145629,-79.8912675
North Carolina,Raleigh,22/10/2015,15.76087,37.3,18,35,0.016125,0.046,9,43,1.291304,2.9,7,3.0,0.683333,0.9,9.0,10.0,35.2145629,-79.8912675
North Carolina,Raleigh,23/10/2015,6.565217,17.6,0,16,0.032375,0.051,10,47,0.947826,3.0,7,4.0,0.608333,1.1,1.0,13.0,35.2145629,-79.8912675
North Carolina,Raleigh,24/10/2015,4.221739,15.1,19,14,0.027917,0.042,9,39,0.086957,0.2,8,0.0,0.233333,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,25/10/2015,4.508696,17.7,18,16,0.026375,0.038,10,35,0.2,0.5,10,0.0,0.275,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,26/10/2015,1.895652,2.8,7,2,0.022292,0.025,9,23,0.234783,0.4,4,0.0,0.211111,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,27/10/2015,2.057895,3.9,7,3,0.020417,0.026,20,24,0.015,0.1,0,0.0,0.191667,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,28/10/2015,2.843478,5.2,16,5,0.021042,0.024,0,22,-0.013043,0.0,0,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,29/10/2015,6.052174,12.6,16,11,0.019042,0.029,11,27,0.021739,0.2,7,0.0,0.241667,0.3,9.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,30/10/2015,5.178261,12.4,19,11,0.024208,0.038,9,35,0.373913,1.1,8,1.0,0.195833,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,31/10/2015,6.608696,20.1,19,19,0.018083,0.029,9,27,0.26087,0.6,8,0.0,0.245833,0.4,19.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,01/11/2015,7.46087,12.6,16,11,0.01,0.016,0,15,0.034783,0.2,11,0.0,0.345833,0.5,0.0,6.0,35.2145629,-79.8912675
North Carolina,Raleigh,02/11/2015,4.395652,9.9,0,8,0.013708,0.02,9,19,0.0,0.0,0,0.0,0.2875,0.4,0.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,03/11/2015,2.556522,5.1,18,5,0.0175,0.023,12,21,0.0,0.0,0,0.0,0.2,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,04/11/2015,3.1,8.0,8,8,0.020333,0.03,5,28,0.009524,0.1,8,0.0,0.2125,0.3,20.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,05/11/2015,5.521739,13.4,20,12,0.010125,0.017,9,16,0.0,0.0,0,0.0,0.233333,0.4,22.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,06/11/2015,4.721739,9.5,7,8,0.010792,0.015,9,14,0.004348,0.1,8,0.0,0.225,0.4,0.0,5.0,35.2145629,-79.8912675
North Carolina,Raleigh,07/11/2015,3.717391,6.9,14,6,0.01575,0.025,18,23,0.013043,0.1,18,0.0,0.204167,0.3,13.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,08/11/2015,1.465217,2.7,3,2,0.026917,0.032,8,30,0.26087,0.7,11,0.0,0.125,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,09/11/2015,2.73913,6.9,18,6,0.020292,0.027,0,25,0.004348,0.1,0,0.0,0.183333,0.2,0.0,2.0,35.2145629,-79.8912675
North Carolina,Raleigh,10/11/2015,7.115789,24.0,17,23,0.017917,0.029,21,27,0.16087,1.9,18,1.0,0.3,0.5,19.0,6.0,35.2145629,-79.8912675
North Carolina,Raleigh,11/11/2015,7.978261,28.3,18,26,0.018792,0.037,9,34,0.295652,1.2,22,1.0,0.295833,0.7,23.0,8.0,35.2145629,-79.8912675
North Carolina,Raleigh,12/11/2015,8.413043,16.0,20,15,0.020917,0.034,22,31,0.256522,1.0,2,1.0,0.520833,0.8,1.0,9.0,35.2145629,-79.8912675
North Carolina,Raleigh,13/11/2015,5.808696,24.8,19,23,0.032333,0.038,9,35,0.173913,0.4,19,0.0,0.2125,0.3,0.0,3.0,35.2145629,-79.8912675
North Carolina,Raleigh,14/11/2015,7.726087,28.4,19,26,0.021208,0.037,9,34,0.630435,2.2,20,3.0,0.225,0.7,23.0,8.0,35.2145629,-79.8912675
North Carolina,Raleigh,15/11/2015,14.486957,32.4,18,30,0.011042,0.031,9,29,1.004348,2.2,18,3.0,0.625,0.9,1.0,10.0,35.2145629,-79.8912675
North Carolina,Raleigh,16/11/2015,17.578261,35.0,17,33,0.008667,0.026,9,24,1.578261,2.8,8,3.0,0.791667,1.0,0.0,11.0,35.2145629,-79.8912675
